I correct mismatch occulted
1	9115	86	5
2	193536	387	884
3	824570	1935	7087
4	2390866	7692	13170
5	9025578	24781	23478
6	11333713	67129	42588
7	12035681	130934	79152
8	10261483	205812	132051
9	7767511	272785	174703
10	5583164	319150	202198
11	3914371	337573	214399
12	2724805	331376	216127
13	1930975	308270	209644
14	1412870	280094	201212
15	1082202	251343	191519
16	895381	231764	180827
17	787147	214784	168061
18	704692	200267	156610
19	568270	170611	145535
20	441051	146246	136610
21	384286	136474	127871
22	317638	124635	118589
23	261547	112319	110218
24	223030	96959	103610
25	191573	89133	97062
26	173896	80398	91997
27	153157	74497	86802
28	136336	69528	82174
29	126188	63618	78070
30	118393	59702	72757
31	104222	54511	68811
32	101384	50351	65714
33	90408	47938	62595
34	84103	46182	59315
35	76106	43692	56372
36	72610	41986	54000
37	70753	39320	51225
38	59773	36005	49529
39	58829	36245	47345
40	51643	31961	45546
41	46540	29964	43652
42	42747	29384	41833
43	39150	27844	40450
44	36822	26248	39016
45	34898	24819	37604
46	32893	24366	36338
47	32221	23124	34768
48	29980	22271	33935
49	29194	21486	32920
50	27800	20807	31588
51	26735	20037	30566
52	25811	19602	29559
53	24757	18862	28621
54	24137	18437	27796
55	22902	18018	26982
56	21507	17380	26691
57	21519	16971	25350
58	20592	16900	24455
59	20186	16624	23915
60	19386	16031	23742
61	19197	15794	22466
62	18573	15687	21718
63	18133	15202	21655
64	18059	14717	20648
65	17382	14731	20082
66	16869	13908	19764
67	16451	13982	19070
68	16041	13432	18657
69	15596	13216	18520
70	15189	12833	18075
71	14832	12675	17485
72	14988	12566	17268
73	14703	12402	16835
74	14414	12470	16573
75	13904	12253	16335
76	13728	12106	16040
77	13767	11929	15893
78	13427	11620	15731
79	13428	11634	15406
80	13006	11615	15124
81	12770	11368	14841
82	12396	11583	14717
83	12655	11135	14578
84	12280	10851	14198
85	12579	11215	14068
86	12137	10913	13939
87	12087	11068	13771
88	11845	10977	13607
89	11545	10696	13420
90	11849	11195	13395
91	11844	11007	13364
92	11536	11154	12823
93	11139	11036	12544
94	10904	10841	12669
95	10754	10861	12682
96	10955	10782	12594
97	10495	10884	12483
98	10750	11230	11976
99	10555	11213	11622
100	10775	11024	11662
101	11750	10124	11767
102	11672	9998	11843
103	11786	10040	11445
104	10771	9981	11334
105	10224	10605	11249
106	9599	9852	11212
107	9594	9830	11369
108	9578	9230	11391
109	9584	9288	11572
110	9394	8992	11269
111	9597	9089	11366
112	9156	8979	10808
113	9267	9112	10802
114	8739	8813	10721
115	8686	8639	10317
116	8566	8426	10035
117	8602	8413	10079
118	8511	8568	9972
119	8555	8366	9865
120	8501	8539	9912
121	7956	8547	9721
122	7994	8601	9677
123	8073	8528	9408
124	7698	8209	9310
125	7807	8056	9265
126	7726	8070	9131
127	7793	7895	9109
128	7517	7761	9206
129	7477	7929	9022
130	7562	7809	8854
131	7332	7725	8591
132	7172	7711	8671
133	7054	7649	8687
134	7102	7489	8475
135	7135	7669	8359
136	7210	7394	8455
137	7077	7462	8304
138	7110	7314	8289
139	6911	7181	8173
140	6824	7255	8088
141	6732	7260	8015
142	6822	7330	7999
143	7203	7342	8009
144	7471	7257	7949
145	7345	7173	7720
146	7128	6910	7639
147	7383	7145	7689
148	7096	6879	7662
149	7072	7038	7687
150	6633	6795	7453
151	6740	6695	7602
152	6265	6781	7574
153	6514	6910	7578
154	6410	6693	7319
155	6243	6665	7396
156	6042	6524	7217
157	6083	6688	7412
158	6089	6733	7441
159	6403	6768	7356
160	6044	6977	7422
161	5945	6962	7438
162	5883	6520	7370
163	6828	6704	7508
164	5833	6385	7215
165	5699	6405	7180
166	5643	6475	7283
167	5417	6365	7354
168	5439	6356	7162
169	5448	6468	7007
170	5303	6248	7049
171	5947	6287	6856
172	6930	6421	6912
173	7503	6620	7078
174	6019	6417	6734
175	5743	6151	6688
176	5637	6148	6795
177	5366	6130	6646
178	5288	6199	6591
179	5276	5910	6639
180	5143	5870	6691
181	5312	5996	6546
182	5006	6009	6567
183	5331	5868	6463
184	5100	5937	6563
185	5289	5832	6440
186	5591	5941	6271
187	5588	6046	6416
188	5417	6019	6362
189	5618	5994	6445
190	5359	6048	6530
191	5387	6148	6615
192	5217	5927	6529
193	5245	5740	6409
194	5040	5906	6411
195	5042	5627	6319
196	5235	5764	6370
197	5072	5718	6264
198	5240	5761	6287
199	5320	6242	6368
200	5155	6351	6283
201	5242	6144	6099
202	6595	6330	6408
203	6708	6217	6591
204	6450	6385	6431
205	6486	6388	6515
206	5413	6009	6282
207	4932	5866	6484
208	5440	6063	6620
209	6014	6279	6662
210	5785	6396	6685
211	4949	5679	6557
212	5141	6246	6611
213	6049	5802	6783
214	5739	5830	6897
215	5589	5886	6894
