I correct mismatch occulted
1	0.0001149495	1.23198931893911E-005	7.31165505600216E-007
2	0.0024406882	5.54395193522601E-005	0.0001292701
3	0.0103986764	0.0002771976	0.001036354
4	0.030151281	0.0011019142	0.0019258899
5	0.113821828	0.0035499915	0.0034332607
6	0.142929786	0.0096165362	0.0062277753
7	0.151782325	0.0187568941	0.0115746424
8	0.1294078621	0.02948351	0.0193102272
9	0.0979563083	0.0390776984	0.0255473615
10	0.0704094444	0.0457196966	0.0295680406
11	0.0493642471	0.0483588756	0.0313522306
12	0.0343625955	0.047471127	0.0316049214
13	0.0243515822	0.0441610869	0.0306568923
14	0.0178177449	0.0401247461	0.0294238547
15	0.0136476811	0.0360060339	0.0280064173
16	0.011291676	0.0332012526	0.026442893
17	0.0099267338	0.03076879	0.0245760812
18	0.0088868914	0.0286891634	0.022901566
19	0.0071664696	0.0244408058	0.0212820344
20	0.0055621071	0.0209504081	0.0199769039
21	0.004846242	0.0195505245	0.0186989729
22	0.0040057421	0.0178545336	0.0173416372
23	0.0032983769	0.0160902103	0.0161175199
24	0.0028126379	0.01388982	0.0151512116
25	0.0024159327	0.0127687098	0.0141936773
26	0.0021930075	0.0115173811	0.0134530066
27	0.0019314674	0.0106720358	0.0126933256
28	0.0017193373	0.0099602039	0.0120165589
29	0.0015913606	0.0091135694	0.0114164182
30	0.0014930576	0.0085525845	0.0106394817
31	0.0013143467	0.00780895	0.0100624459
32	0.0012785566	0.007213011	0.009609562
33	0.0011401379	0.0068673377	0.009153461
34	0.0010606254	0.0066157826	0.0086738164
35	0.000959775	0.0062590788	0.0082434524
36	0.0009156868	0.0060146865	0.0078965875
37	0.0008922682	0.0056327698	0.0074907906
38	0.0007537991	0.0051578809	0.0072427793
39	0.0007418942	0.005192262	0.0069234062
40	0.0006512714	0.0045785594	0.0066603328
41	0.0005869173	0.00429248	0.0063833673
42	0.0005390837	0.0042093923	0.0061173693
43	0.0004937218	0.0039887803	0.0059151289
44	0.0004643633	0.003760146	0.0057054307
45	0.0004400997	0.0035554352	0.0054989495
46	0.0004148146	0.0034905409	0.0053138184
47	0.00040634	0.0033126187	0.0050842325
48	0.0003780787	0.0031904226	0.0049624203
49	0.0003681664	0.0030779677	0.0048139937
50	0.0003505866	0.0029806979	0.0046192112
51	0.0003371559	0.0028703919	0.004469761
52	0.0003255033	0.0028080761	0.0043225042
53	0.0003122113	0.0027020677	0.0041853376
54	0.0003043924	0.0026411845	0.0040646953
55	0.0002888178	0.0025811609	0.0039456615
56	0.0002712254	0.0024897645	0.0039031077
57	0.0002713767	0.0024311733	0.0037070091
58	0.0002596863	0.0024210023	0.0035761305
59	0.0002545662	0.002381464	0.0034971646
60	0.0002444774	0.002296514	0.0034718663
61	0.0002420939	0.0022625627	0.0032852728
62	0.0002342246	0.0022472345	0.0031758905
63	0.0002286758	0.002177756	0.0031666778
64	0.0002277426	0.0021082775	0.0030194211
65	0.0002192049	0.0021102831	0.0029366531
66	0.0002127355	0.0019923846	0.002890151
67	0.000207464	0.0020029854	0.0027886652
68	0.0002022935	0.0019241954	0.002728271
69	0.0001966816	0.0018932524	0.002708237
70	0.0001915489	0.0018383859	0.0026431633
71	0.0001870468	0.0018157517	0.0025568858
72	0.0001890141	0.001800137	0.0025251532
73	0.00018542	0.0017766432	0.0024618343
74	0.0001817754	0.0017863845	0.0024235212
75	0.0001753438	0.0017552983	0.0023887177
76	0.0001731242	0.0017342398	0.0023455789
77	0.000173616	0.0017088838	0.0023240827
78	0.0001693283	0.0016646181	0.0023003929
79	0.0001693409	0.0016666237	0.0022528672
80	0.000164019	0.0016639019	0.0022116294
81	0.0001610428	0.001628518	0.0021702455
82	0.0001563263	0.0016593177	0.0021521125
83	0.0001595926	0.0015951397	0.0021317861
84	0.0001548634	0.0015544554	0.0020762176
85	0.0001586341	0.0016066	0.0020572073
86	0.0001530601	0.0015633371	0.0020383432
87	0.0001524295	0.0015855416	0.002013776
88	0.0001493776	0.0015725054	0.0019897938
89	0.0001455943	0.0015322509	0.0019624482
90	0.0001494281	0.0016037349	0.0019587924
91	0.000149365	0.0015768031	0.0019542592
92	0.0001454808	0.0015978615	0.0018751471
93	0.0001404743	0.0015809575	0.001834348
94	0.0001375107	0.0015530228	0.0018526272
95	0.000135619	0.0015558879	0.0018545282
96	0.0001381538	0.0015445708	0.0018416597
97	0.0001323528	0.0015591828	0.0018254278
98	0.0001355686	0.0016087488	0.0017512876
99	0.0001331094	0.0016063135	0.0016995211
100	0.0001358838	0.0015792384	0.0017053704
101	0.0001481796	0.0014503093	0.0017207249
102	0.0001471959	0.0014322592	0.0017318386
103	0.0001486336	0.0014382759	0.0016736378
104	0.0001358334	0.0014298239	0.001657406
105	0.0001289352	0.0015192147	0.0016449762
106	0.0001210533	0.001411344	0.0016395655
107	0.0001209902	0.0014081924	0.0016625241
108	0.0001207884	0.0013222397	0.0016657413
109	0.0001208641	0.0013305485	0.0016922094
110	0.000118468	0.0012881451	0.0016479008
111	0.000121028	0.0013020408	0.0016620854
112	0.0001154666	0.0012862828	0.0015804874
113	0.0001168664	0.0013053357	0.00157961
114	0.0001102078	0.0012625025	0.0015677651
115	0.0001095394	0.0012375762	0.0015086869
116	0.0001080261	0.001207063	0.0014674492
117	0.0001084801	0.0012052007	0.0014738834
118	0.0001073325	0.0012274052	0.0014582365
119	0.0001078874	0.0011984677	0.0014425895
120	0.0001072064	0.0012232508	0.0014494625
121	0.0001003333	0.0012243968	0.001421532
122	0.0001008126	0.0012321326	0.0014150977
123	0.0001018088	0.001221675	0.001375761
124	9.70797030541479E-005	0.0011759768	0.0013614302
125	9.8454305240807E-005	0.0011540588	0.0013548497
126	9.74328118727392E-005	0.0011560644	0.0013352544
127	9.82777508315114E-005	0.0011309948	0.0013320373
128	9.47971067625396E-005	0.0011117987	0.0013462219
129	9.42926655931234E-005	0.0011358655	0.001319315
130	9.53646030781328E-005	0.001118675	0.0012947479
131	9.24640663539896E-005	0.0011066416	0.0012562886
132	9.04463016763248E-005	0.001104636	0.0012679872
133	8.8958200226547E-005	0.0010957542	0.0012703269
134	8.95635296298465E-005	0.0010728335	0.0012393255
135	8.99796935946149E-005	0.0010986193	0.0012223625
136	9.09255207872702E-005	0.0010592243	0.0012364009
137	8.92482538989614E-005	0.0010689656	0.0012143197
138	8.96644178637297E-005	0.0010477639	0.0012121262
139	8.71548230458841E-005	0.0010287111	0.0011951631
140	8.60576635024039E-005	0.0010393119	0.0011827333
141	8.48974488127466E-005	0.0010400282	0.0011720583
142	8.60324414439331E-005	0.001050056	0.0011697186
143	9.08372435826224E-005	0.0010517751	0.0011711809
144	0.000094217	0.0010395984	0.0011624069
145	0.000092628	0.001027565	0.0011289195
146	8.9891416389967E-005	0.0009898891	0.0011170747
147	9.31072288449953E-005	0.0010235539	0.0011243863
148	8.94878634544341E-005	0.0009854482	0.001120438
149	8.91851987527843E-005	0.0010082257	0.0011240938
150	0.000083649	0.0009734148	0.0010898753
151	8.49983370466299E-005	0.0009590894	0.001111664
152	7.90080981598125E-005	0.0009714093	0.0011075695
153	8.21482444394283E-005	0.0009898891	0.0011081544
154	8.08366973989462E-005	0.0009588029	0.0010702801
155	7.87306555166336E-005	0.0009547917	0.00108154
156	7.61958386403172E-005	0.0009345928	0.0010553643
157	7.67128908389688E-005	0.0009580866	0.0010838797
158	7.67885570143812E-005	0.000964533	0.0010881205
159	8.07484201942984E-005	0.0009695469	0.0010756907
160	7.6221060698788E-005	0.0009994871	0.0010853421
161	7.49725688044829E-005	0.0009973383	0.0010876818
162	7.41906849918878E-005	0.0009340198	0.001077738
163	8.61081076193455E-005	0.0009603787	0.0010979181
164	7.35601335301175E-005	0.0009146804	0.0010550718
165	7.18702556125732E-005	0.0009175455	0.0010499537
166	0.000071164	0.0009275734	0.0010650157
167	6.8313945368189E-005	0.0009118154	0.0010753982
168	6.85913880113679E-005	0.0009105261	0.0010473215
169	6.87048872744866E-005	0.0009265706	0.0010246553
170	6.68762880353528E-005	0.0008950546	0.0010307971
171	7.49977908629537E-005	0.0009006415	0.0010025741
